"Lake.Name","Counted.By","Date.Sampled","Host.Species","Parasite","Egg.Number","julian"
"Bruin","SKC","2022-07-20","Retrocurva","Uninfected","0",201
"Bruin","SKC","2022-07-20","Retrocurva","Uninfected","1",201
"Bruin","SKC","2022-07-20","Retrocurva","Uninfected","1",201
"Bruin","SKC","2022-07-20","Retrocurva","Uninfected","0",201
"Bruin","SKC","2022-07-20","Retrocurva","Uninfected","1",201
"Bruin","SKC","2022-07-20","Retrocurva","Uninfected","0",201
"Bruin","SKC","2022-07-20","Retrocurva","Uninfected","0",201
"Bruin","SKC","2022-07-20","Retrocurva","Uninfected","0",201
"Bruin","SKC","2022-07-20","Retrocurva","Uninfected","0",201
"Bruin","SKC","2022-07-20","Retrocurva","Uninfected","1",201
"Bruin","SKC","2022-07-20","Retrocurva","Uninfected","1",201
"Bruin","SKC","2022-07-20","Retrocurva","Uninfected","0",201
"Bruin","SKC","2022-07-20","Retrocurva","Uninfected","0",201
"Bruin","SKC","2022-07-20","Dubia","Uninfected","1",201
"Bruin","SKC","2022-07-20","Dubia","Uninfected","1",201
"Bruin","SKC","2022-07-20","Dubia","Uninfected","0",201
"Bruin","SKC","2022-07-20","Dubia","Uninfected","2",201
"Bruin","SKC","2022-07-20","Dubia","Uninfected","0",201
"Bruin","SKC","2022-07-20","Dubia","Uninfected","1",201
"Bruin","SKC","2022-07-20","Dubia","Uninfected","1",201
"Bruin","SKC","2022-07-20","Dubia","Uninfected","0",201
"Bruin","SKC","2022-07-20","Dubia","Uninfected","1",201
"Bruin","SKC","2022-07-20","Dubia","Uninfected","2",201
"Bruin","SKC","2022-07-20","Dubia","Uninfected","1",201
"Bruin","SKC","2022-07-20","Pulicaria","Uninfected","0",201
"Bruin","SKC","2022-07-20","Pulicaria","Uninfected","0",201
"Bruin","SKC","2022-07-20","Pulicaria","Uninfected","0",201
"Bruin","SKC","2022-07-20","Pulicaria","Uninfected","0",201
"Bruin","SKC","2022-07-20","Pulicaria","Uninfected","0",201
"Bruin","SKC","2022-07-20","Pulicaria","Uninfected","4",201
"Bruin","SKC","2022-07-20","Pulicaria","Uninfected","0",201
"Bruin","SKC","2022-07-20","Pulicaria","Uninfected","4",201
"Bruin","SKC","2022-07-20","Pulicaria","Uninfected","3",201
"Bruin","SKC","2022-07-20","Pulicaria","Uninfected","3",201
"Bruin","SKC","2022-07-20","Pulicaria","Uninfected","3",201
"Bruin","SKC","2022-07-20","Pulicaria","Uninfected","2",201
"Bruin","SKC","2022-07-20","Pulicaria","Uninfected","2",201
"Bruin","SKC","2022-07-20","Pulicaria","Uninfected","0",201
"Bruin","SKC","2022-07-20","Pulicaria","Uninfected","0",201
"Bruin","SKC","2022-07-20","Pulicaria","Uninfected","0",201
"Bruin","SKC","2022-07-20","Pulicaria","Uninfected","0",201
"Bruin","SKC","2022-07-20","Pulicaria","Uninfected","2",201
"Bruin","SKC","2022-07-20","Pulicaria","Uninfected","2",201
"Bruin","SKC","2022-07-20","Pulicaria","Uninfected","0",201
"Bruin","SKC","2022-07-20","Pulicaria","Uninfected","0",201
"Bruin","SKC","2022-07-20","Pulicaria","Uninfected","0",201
"Bruin","SKC","2022-07-20","Pulicaria","Uninfected","0",201
"Bruin","SKC","2022-07-20","Pulicaria","Uninfected","0",201
"Bruin","SKC","2022-07-20","Pulicaria","Uninfected","0",201
"Bruin","SKC","2022-07-20","Pulicaria","Uninfected","1",201
"Bruin","SKC","2022-07-20","Pulicaria","Coke","2",201
"Bruin","SKC","2022-07-20","Pulicaria","Coke","0",201
"Bruin","SKC","2022-07-20","Pulicaria","MicG","1",201
"Bruin","SKC","2022-07-20","Pulicaria","MicG","0",201
"Bruin","SKC","2022-07-20","Pulicaria","MicG","0",201
"Bruin","SKC","2022-07-20","Pulicaria","MicG","0",201
"Bruin","SKC","2022-07-20","Pulicaria","MicG","0",201
"Bruin","SKC","2022-07-20","Pulicaria","MicG","3",201
"Bruin","SKC","2022-07-20","Pulicaria","MicG","0",201
"Bruin","SKC","2022-07-20","Pulicaria","MicG","2",201
"Bruin","SKC","2022-07-20","Pulicaria","Spiro","0",201
"Bruin","KJM","2022-08-03","Dentifera","Uninfected","2",215
"Bruin","KJM","2022-08-03","Dentifera","Uninfected","0",215
"Bruin","KJM","2022-08-03","Dentifera","Uninfected","2",215
"Bruin","KJM","2022-08-03","Dentifera","Uninfected","0",215
"Bruin","KJM","2022-08-03","Dentifera","Uninfected","1",215
"Bruin","KJM","2022-08-03","Dentifera","Uninfected","2",215
"Bruin","KJM","2022-08-03","Dentifera","Uninfected","1",215
"Bruin","KJM","2022-08-03","Dentifera","Uninfected","0",215
"Bruin","KJM","2022-08-03","Dentifera","Uninfected","2",215
"Bruin","KJM","2022-08-03","Dentifera","Uninfected","2",215
"Bruin","KJM","2022-08-03","Dentifera","Uninfected","0",215
"Bruin","KJM","2022-08-03","Dentifera","Uninfected","0",215
"Bruin","KJM","2022-08-03","Dentifera","Uninfected","0",215
"Bruin","KJM","2022-08-03","Dentifera","Uninfected","0",215
"Bruin","KJM","2022-08-03","Dentifera","Uninfected","0",215
"Bruin","KJM","2022-08-03","Dentifera","Uninfected","1",215
"Bruin","KJM","2022-08-03","Dentifera","Uninfected","2",215
"Bruin","KJM","2022-08-03","Dentifera","Uninfected","0",215
"Bruin","KJM","2022-08-03","Dentifera","Uninfected","1",215
"Bruin","KJM","2022-08-03","Dentifera","Uninfected","2",215
"Bruin","KJM","2022-08-03","Dentifera","Uninfected","2",215
"Bruin","KJM","2022-08-03","Dentifera","Uninfected","2",215
"Bruin","KJM","2022-08-03","Dentifera","Uninfected","0",215
"Bruin","KJM","2022-08-03","Dentifera","Uninfected","1",215
"Bruin","KJM","2022-08-03","Dentifera","Uninfected","2",215
"Bruin","KJM","2022-08-03","Dentifera","Uninfected","2",215
"Bruin","KJM","2022-08-03","Dentifera","Uninfected","2",215
"Bruin","KJM","2022-08-03","Dentifera","Uninfected","3",215
"Bruin","KJM","2022-08-03","Dentifera","Uninfected","1",215
"Bruin","KJM","2022-08-03","Dentifera","Uninfected","1",215
"Bruin","KJM","2022-08-03","Dentifera","Uninfected","1",215
"Bruin","KJM","2022-08-03","Dentifera","MicG","2",215
"Bruin","KJM","2022-08-03","Dentifera","MicG","1",215
"Bruin","KJM","2022-08-03","Dentifera","MicG","1",215
"Bruin","KJM","2022-08-03","Dentifera","MicG","1",215
"Bruin","KJM","2022-08-03","Dentifera","MicG","2",215
"Bruin","KJM","2022-08-03","Dentifera","MicG","2",215
"Bruin","KJM","2022-08-03","Dentifera","MicG","2",215
"Bruin","KJM","2022-08-03","Dentifera","MicG","1",215
"Bruin","KJM","2022-08-03","Dentifera","MicG","2",215
"Bruin","KJM","2022-08-03","Dentifera","MicG","0",215
"Bruin","KJM","2022-08-03","Dentifera","MicG","0",215
"Bruin","KJM","2022-08-03","Dentifera","MicG","2",215
"Bruin","KJM","2022-08-03","Dentifera","MicG","1",215
"Bruin","KJM","2022-08-03","Dentifera","MicG","2",215
"Bruin","KJM","2022-08-03","Dentifera","MicG","2",215
"Bruin","KJM","2022-08-03","Dentifera","MicG","1",215
"Bruin","KJM","2022-08-03","Dentifera","MicG","3",215
"Bruin","KJM","2022-08-03","Dentifera","MicG","0",215
"Bruin","KJM","2022-08-03","Dentifera","MicG","2",215
"Bruin","KJM","2022-08-03","Dentifera","MicG","1",215
"Bruin","KJM","2022-08-03","Dentifera","MicG","2",215
"Bruin","KJM","2022-08-03","Dentifera","MicG","2",215
"Bruin","KJM","2022-08-03","Dentifera","MicG","2",215
"Bruin","KJM","2022-08-03","Dentifera","MicG","0",215
"Bruin","KJM","2022-08-03","Dentifera","Coke","1",215
"Bruin","KJM","2022-08-03","Dentifera","Coke","2",215
"Bruin","KJM","2022-08-03","Dentifera","Coke","2",215
"Bruin","KJM","2022-08-03","Dentifera","Coke","1",215
"Bruin","KJM","2022-08-03","Dentifera","Coke","1",215
"Bruin","KJM","2022-08-03","Dentifera","Coke","0",215
"Bruin","KJM","2022-08-03","Dentifera","Coke","1",215
"Bruin","KJM","2022-08-03","Dentifera","Coke","1",215
"Bruin","KJM","2022-08-03","Dentifera","Coke","2",215
"Bruin","KJM","2022-08-03","Retrocurva","Uninfected","1",215
"Bruin","KJM","2022-08-03","Retrocurva","Uninfected","1",215
"Bruin","KJM","2022-08-03","Retrocurva","Uninfected","1",215
"Bruin","KJM","2022-08-03","Retrocurva","Uninfected","0",215
"Bruin","KJM","2022-08-03","Retrocurva","Uninfected","1",215
"Bruin","KJM","2022-08-03","Retrocurva","Uninfected","3",215
"Bruin","KJM","2022-08-03","Retrocurva","Uninfected","0",215
"Bruin","KJM","2022-08-03","Retrocurva","Uninfected","0",215
"Bruin","KJM","2022-08-03","Retrocurva","Uninfected","2",215
"Bruin","KJM","2022-08-03","Retrocurva","Uninfected","1",215
"Bruin","KJM","2022-08-03","Retrocurva","Uninfected","2",215
"Bruin","KJM","2022-08-03","Retrocurva","Uninfected","1",215
"Bruin","KJM","2022-08-03","Retrocurva","Uninfected","1",215
"Bruin","KJM","2022-08-03","Retrocurva","Uninfected","2",215
"Bruin","KJM","2022-08-03","Retrocurva","Uninfected","2",215
"Bruin","KJM","2022-08-03","Retrocurva","Uninfected","2",215
"Bruin","KJM","2022-08-03","Retrocurva","Uninfected","1",215
"Bruin","KJM","2022-08-03","Retrocurva","Uninfected","1",215
"Bruin","KJM","2022-08-03","Retrocurva","Uninfected","1",215
"Bruin","KJM","2022-08-03","Retrocurva","Uninfected","1",215
"Bruin","KJM","2022-08-03","Retrocurva","Uninfected","2",215
"Bruin","KJM","2022-08-03","Retrocurva","Uninfected","2",215
"Bruin","KJM","2022-08-03","Retrocurva","Uninfected","1",215
"Bruin","KJM","2022-08-03","Retrocurva","Past","0",215
"Bruin","KJM","2022-08-03","Dubia","Uninfected","1",215
"Bruin","KJM","2022-08-03","Dubia","Uninfected","1",215
"Bruin","KJM","2022-08-03","Dubia","Uninfected","1",215
"Bruin","KJM","2022-08-03","Dubia","Uninfected","2",215
"Bruin","KJM","2022-08-03","Dubia","Uninfected","1",215
"Bruin","KJM","2022-08-03","Dubia","Uninfected","1",215
"Bruin","KJM","2022-08-03","Dubia","Uninfected","2",215
"Bruin","KJM","2022-08-03","Dubia","Uninfected","0",215
"Bruin","KJM","2022-08-03","Dubia","Uninfected","2",215
"Bruin","KJM","2022-08-03","Dubia","Uninfected","1",215
"Bruin","KJM","2022-08-03","Dubia","Uninfected","1",215
"Bruin","KJM","2022-08-03","Dubia","Uninfected","1",215
"Bruin","KJM","2022-08-03","Dubia","Uninfected","1",215
"Bruin","KJM","2022-08-03","Dubia","Uninfected","0",215
"Bruin","KJM","2022-08-03","Dubia","Uninfected","0",215
"Bruin","KJM","2022-08-03","Dubia","Uninfected","1",215
"Bruin","KJM","2022-08-03","Dubia","Uninfected","1",215
"Bruin","KJM","2022-08-03","Dubia","Uninfected","0",215
"Bruin","KJM","2022-08-03","Dubia","Uninfected","0",215
"Bruin","KJM","2022-08-03","Dubia","Uninfected","1",215
"Bruin","KJM","2022-08-03","Dubia","Uninfected","1",215
"Bruin","KJM","2022-08-03","Dubia","Uninfected","2",215
"Bruin","KJM","2022-08-03","Dubia","Uninfected","1",215
"Bruin","KJM","2022-08-03","Dubia","Uninfected","0",215
"Bruin","KJM","2022-08-03","Dubia","Uninfected","2",215
"Bruin","KJM","2022-08-03","Dubia","Uninfected","2",215
"Bruin","KJM","2022-08-03","Dubia","Uninfected","1",215
"Bruin","KJM","2022-08-03","Dubia","Coke","0",215
"Bruin","KJM","2022-08-03","Dubia","Coke","2",215
"Bruin","KJM","2022-08-03","Dubia","Coke","1",215
"Bruin","KJM","2022-08-03","Pulicaria","Uninfected","2",215
"Bruin","KJM","2022-08-03","Pulicaria","Uninfected","0",215
"Bruin","KJM","2022-08-03","Pulicaria","Uninfected","0",215
"Bruin","KJM","2022-08-03","Pulicaria","Uninfected","0",215
"Bruin","KJM","2022-08-03","Pulicaria","Uninfected","2",215
"Bruin","KJM","2022-08-03","Pulicaria","Uninfected","1",215
"Bruin","KJM","2022-08-03","Pulicaria","Uninfected","0",215
"Bruin","KJM","2022-08-03","Pulicaria","Uninfected","0",215
"Bruin","KJM","2022-08-03","Pulicaria","Uninfected","4",215
"Bruin","KJM","2022-08-03","Pulicaria","Uninfected","1",215
"Bruin","KJM","2022-08-03","Pulicaria","Uninfected","0",215
"Bruin","KJM","2022-08-03","Pulicaria","Uninfected","0",215
"Bruin","KJM","2022-08-03","Pulicaria","Uninfected","2",215
"Bruin","KJM","2022-08-03","Pulicaria","Uninfected","0",215
"Bruin","KJM","2022-08-03","Pulicaria","Uninfected","0",215
"Bruin","KJM","2022-08-03","Pulicaria","Uninfected","0",215
"Bruin","KJM","2022-08-03","Pulicaria","Uninfected","0",215
"Bruin","KJM","2022-08-03","Pulicaria","Uninfected","0",215
"Bruin","KJM","2022-08-03","Pulicaria","Uninfected","0",215
"Bruin","KJM","2022-08-03","Pulicaria","Uninfected","0",215
"Bruin","KJM","2022-08-03","Pulicaria","Uninfected","3",215
"Bruin","KJM","2022-08-03","Pulicaria","MicG","0",215
"Bruin","KJM","2022-08-03","Pulicaria","Spiro","0",215
"Bruin","KDM","2022-08-17","Retrocurva","Uninfected","1",229
"Bruin","KDM","2022-08-17","Retrocurva","Uninfected","0",229
"Bruin","KDM","2022-08-17","Retrocurva","Uninfected","1",229
"Bruin","KDM","2022-08-17","Retrocurva","Uninfected","1",229
"Bruin","KDM","2022-08-17","Retrocurva","Uninfected","2",229
"Bruin","KDM","2022-08-17","Retrocurva","Uninfected","1",229
"Bruin","KDM","2022-08-17","Retrocurva","Uninfected","0",229
"Bruin","KDM","2022-08-17","Retrocurva","Uninfected","1",229
"Bruin","KDM","2022-08-17","Retrocurva","Uninfected","1",229
"Bruin","KDM","2022-08-17","Retrocurva","Uninfected","2",229
"Bruin","KDM","2022-08-17","Retrocurva","Uninfected","1",229
"Bruin","KDM","2022-08-17","Retrocurva","Uninfected","2",229
"Bruin","KDM","2022-08-17","Retrocurva","Uninfected","2",229
"Bruin","KDM","2022-08-17","Retrocurva","Uninfected","1",229
"Bruin","KDM","2022-08-17","Retrocurva","Uninfected","2",229
"Bruin","KDM","2022-08-17","Retrocurva","Uninfected","0",229
"Bruin","KDM","2022-08-17","Retrocurva","Uninfected","0",229
"Bruin","KDM","2022-08-17","Retrocurva","Uninfected","0",229
"Bruin","KDM","2022-08-17","Retrocurva","Uninfected","1",229
"Bruin","KDM","2022-08-17","Retrocurva","Uninfected","1",229
"Bruin","KDM","2022-08-17","Retrocurva","Uninfected","0",229
"Bruin","KDM","2022-08-17","Retrocurva","Uninfected","0",229
"Bruin","KDM","2022-08-17","Retrocurva","Uninfected","2",229
"Bruin","KDM","2022-08-17","Retrocurva","Uninfected","0",229
"Bruin","KDM","2022-08-17","Dubia","Uninfected","0",229
"Bruin","KDM","2022-08-17","Dubia","Uninfected","0",229
"Bruin","KDM","2022-08-17","Dubia","Uninfected","2",229
"Bruin","KDM","2022-08-17","Dubia","Uninfected","1",229
"Bruin","KDM","2022-08-17","Dubia","Uninfected","1",229
"Bruin","KDM","2022-08-17","Dubia","Uninfected","1",229
"Bruin","KDM","2022-08-17","Dubia","Uninfected","1",229
"Bruin","KDM","2022-08-17","Dubia","Uninfected","1",229
"Bruin","KDM","2022-08-17","Dubia","Uninfected","0",229
"Bruin","KDM","2022-08-17","Dubia","Uninfected","1",229
"Bruin","KDM","2022-08-17","Dubia","Uninfected","0",229
"Bruin","KDM","2022-08-17","Dubia","Uninfected","1",229
"Bruin","KDM","2022-08-17","Dubia","Uninfected","2",229
"Bruin","KDM","2022-08-17","Dubia","Uninfected","1",229
"Bruin","KDM","2022-08-17","Dubia","Uninfected","0",229
"Bruin","KDM","2022-08-17","Dubia","Uninfected","0",229
"Bruin","KDM","2022-08-17","Dubia","Uninfected","0",229
"Bruin","KDM","2022-08-17","Dubia","Uninfected","0",229
"Bruin","KDM","2022-08-17","Dubia","Uninfected","0",229
"Bruin","KDM","2022-08-17","Dubia","Uninfected","0",229
"Bruin","KDM","2022-08-17","Mendotae","Uninfected","1",229
"Bruin","KDM","2022-08-17","Mendotae","Uninfected","2",229
"Bruin","KDM","2022-08-17","Mendotae","Uninfected","0",229
"Bruin","KDM","2022-08-17","Mendotae","Uninfected","2",229
"Bruin","KDM","2022-08-17","Mendotae","Uninfected","0",229
"Bruin","KDM","2022-08-17","Mendotae","Uninfected","1",229
"Bruin","KDM","2022-08-17","Mendotae","Uninfected","0",229
"Bruin","KDM","2022-08-17","Mendotae","Uninfected","1",229
"Bruin","KDM","2022-08-17","Mendotae","Uninfected","1",229
"Bruin","KDM","2022-08-17","Mendotae","Uninfected","0",229
"Bruin","KDM","2022-08-17","Mendotae","Uninfected","1",229
"Bruin","KDM","2022-08-17","Mendotae","Uninfected","2",229
"Bruin","KDM","2022-08-17","Mendotae","Uninfected","2",229
"Bruin","KDM","2022-08-17","Mendotae","Uninfected","0",229
"Bruin","KDM","2022-08-17","Mendotae","Uninfected","0",229
"Bruin","KDM","2022-08-17","Mendotae","Uninfected","0",229
"Bruin","KDM","2022-08-17","Mendotae","Uninfected","1",229
"Bruin","KDM","2022-08-17","Mendotae","MicG","0",229
"Bruin","KDM","2022-08-17","Mendotae","MicG","1",229
"Bruin","KDM","2022-08-17","Pulicaria","Uninfected","0",229
"Bruin","KDM","2022-08-17","Pulicaria","Uninfected","0",229
"Bruin","KDM","2022-08-17","Pulicaria","Uninfected","3",229
"Bruin","KDM","2022-08-17","Pulicaria","Uninfected","0",229
"Bruin","KDM","2022-08-17","Pulicaria","Uninfected","0",229
"Bruin","KDM","2022-08-17","Pulicaria","Uninfected","0",229
"Bruin","KDM","2022-08-17","Pulicaria","Uninfected","0",229
"Bruin","KDM","2022-08-17","Pulicaria","Uninfected","1",229
"Bruin","KDM","2022-08-17","Pulicaria","Uninfected","0",229
"Bruin","KDM","2022-08-17","Pulicaria","Uninfected","0",229
"Bruin","KDM","2022-08-17","Pulicaria","Uninfected","2",229
"Bruin","KDM","2022-08-17","Pulicaria","Uninfected","1",229
"Bruin","KDM","2022-08-17","Pulicaria","Uninfected","1",229
"Bruin","KDM","2022-08-17","Pulicaria","Uninfected","0",229
"Bruin","KDM","2022-08-17","Pulicaria","Uninfected","0",229
"Bruin","KDM","2022-08-17","Pulicaria","Uninfected","1",229
"Bruin","KDM","2022-08-17","Pulicaria","Uninfected","1",229
"Bruin","KDM","2022-08-17","Pulicaria","Uninfected","2",229
"Bruin","KMM","2022-08-31","Dentifera","Uninfected","0",243
"Bruin","KMM","2022-08-31","Dentifera","Uninfected","0",243
"Bruin","KMM","2022-08-31","Dentifera","Uninfected","0",243
"Bruin","KMM","2022-08-31","Dentifera","Uninfected","1",243
"Bruin","KMM","2022-08-31","Dentifera","Uninfected","0",243
"Bruin","KMM","2022-08-31","Dentifera","Uninfected","0",243
"Bruin","KMM","2022-08-31","Dentifera","Uninfected","0",243
"Bruin","KMM","2022-08-31","Dentifera","Uninfected","0",243
"Bruin","KMM","2022-08-31","Dentifera","Uninfected","0",243
"Bruin","KMM","2022-08-31","Dentifera","Uninfected","0",243
"Bruin","KMM","2022-08-31","Dentifera","Uninfected","0",243
"Bruin","KMM","2022-08-31","Dentifera","Uninfected","0",243
"Bruin","KMM","2022-08-31","Dentifera","Uninfected","0",243
"Bruin","KMM","2022-08-31","Dentifera","Uninfected","0",243
"Bruin","KMM","2022-08-31","Dentifera","Uninfected","1",243
"Bruin","KMM","2022-08-31","Dentifera","Uninfected","0",243
"Bruin","KMM","2022-08-31","Dentifera","Uninfected","1",243
"Bruin","KMM","2022-08-31","Dentifera","Uninfected","0",243
"Bruin","KMM","2022-08-31","Dentifera","Uninfected","0",243
"Bruin","KMM","2022-08-31","Dentifera","Uninfected","0",243
"Bruin","KMM","2022-08-31","Dentifera","Uninfected","0",243
"Bruin","KMM","2022-08-31","Dentifera","Uninfected","0",243
"Bruin","KMM","2022-08-31","Dentifera","Uninfected","0",243
"Bruin","KMM","2022-08-31","Dentifera","Uninfected","0",243
"Bruin","KMM","2022-08-31","Dentifera","Uninfected","0",243
"Bruin","KMM","2022-08-31","Dentifera","Coke","1",243
"Bruin","KMM","2022-08-31","Dentifera","Coke","2",243
"Bruin","KMM","2022-08-31","Dentifera","Coke","2",243
"Bruin","KMM","2022-08-31","Dentifera","Coke","1",243
"Bruin","KMM","2022-08-31","Dentifera","Coke","2",243
"Bruin","KMM","2022-08-31","Dentifera","Coke","4",243
"Bruin","KMM","2022-08-31","Dentifera","Coke","0",243
"Bruin","KMM","2022-08-31","Retrocurva","Uninfected","1",243
"Bruin","KMM","2022-08-31","Retrocurva","Uninfected","1",243
"Bruin","KMM","2022-08-31","Retrocurva","Uninfected","2",243
"Bruin","KMM","2022-08-31","Retrocurva","Uninfected","2",243
"Bruin","KMM","2022-08-31","Retrocurva","Uninfected","1",243
"Bruin","KMM","2022-08-31","Retrocurva","Uninfected","0",243
"Bruin","KMM","2022-08-31","Retrocurva","Uninfected","1",243
"Bruin","KMM","2022-08-31","Retrocurva","Uninfected","0",243
"Bruin","KMM","2022-08-31","Retrocurva","Uninfected","1",243
"Bruin","KMM","2022-08-31","Retrocurva","Uninfected","1",243
"Bruin","KMM","2022-08-31","Retrocurva","Uninfected","1",243
"Bruin","KMM","2022-08-31","Retrocurva","Uninfected","0",243
"Bruin","KMM","2022-08-31","Retrocurva","Uninfected","0",243
"Bruin","KMM","2022-08-31","Retrocurva","Uninfected","1",243
"Bruin","KMM","2022-08-31","Retrocurva","Uninfected","1",243
"Bruin","KMM","2022-08-31","Retrocurva","Uninfected","2",243
"Bruin","KMM","2022-08-31","Retrocurva","Uninfected","2",243
"Bruin","KMM","2022-08-31","Retrocurva","Uninfected","3",243
"Bruin","KMM","2022-08-31","Retrocurva","Uninfected","1",243
"Bruin","KMM","2022-08-31","Retrocurva","Uninfected","2",243
"Bruin","KMM","2022-08-31","Dubia","Uninfected","2",243
"Bruin","KMM","2022-08-31","Dubia","Uninfected","2",243
"Bruin","KMM","2022-08-31","Dubia","Uninfected","0",243
"Bruin","KMM","2022-08-31","Dubia","Uninfected","0",243
"Bruin","KMM","2022-08-31","Dubia","Uninfected","0",243
"Bruin","KMM","2022-08-31","Dubia","Uninfected","0",243
"Bruin","KMM","2022-08-31","Dubia","Uninfected","1",243
"Bruin","KMM","2022-08-31","Dubia","Uninfected","1",243
"Bruin","KMM","2022-08-31","Dubia","Uninfected","0",243
"Bruin","KMM","2022-08-31","Dubia","Uninfected","2",243
"Bruin","KMM","2022-08-31","Dubia","Uninfected","0",243
"Bruin","KMM","2022-08-31","Dubia","Uninfected","1",243
"Bruin","KMM","2022-08-31","Dubia","Uninfected","1",243
"Bruin","KMM","2022-08-31","Dubia","Uninfected","0",243
"Bruin","KMM","2022-08-31","Dubia","Uninfected","1",243
"Bruin","KMM","2022-08-31","Dubia","Uninfected","1",243
"Bruin","KMM","2022-08-31","Dubia","Uninfected","1",243
"Bruin","KMM","2022-08-31","Dubia","Uninfected","0",243
"Bruin","KMM","2022-08-31","Dubia","Uninfected","1",243
"Bruin","KMM","2022-08-31","Dubia","Uninfected","0",243
"Bruin","KMM","2022-08-31","Dubia","Uninfected","2",243
"Bruin","KMM","2022-08-31","Dubia","Uninfected","0",243
"Bruin","KMM","2022-08-31","Dubia","Uninfected","0",243
"Bruin","KMM","2022-08-31","Dubia","Uninfected","2",243
"Bruin","KMM","2022-08-31","Dubia","Uninfected","1",243
"Bruin","KMM","2022-08-31","Pulicaria","Uninfected","0",243
"Bruin","KMM","2022-08-31","Pulicaria","Uninfected","0",243
"Bruin","KMM","2022-08-31","Pulicaria","Uninfected","0",243
"Bruin","KMM","2022-08-31","Pulicaria","Uninfected","0",243
"Bruin","KMM","2022-08-31","Pulicaria","Uninfected","3",243
"Bruin","KMM","2022-08-31","Pulicaria","Uninfected","0",243
"Bruin","KMM","2022-08-31","Pulicaria","Uninfected","0",243
"Bruin","KMM","2022-08-31","Pulicaria","Uninfected","1",243
"Bruin","KMM","2022-08-31","Pulicaria","Uninfected","1",243
"Bruin","KMM","2022-08-31","Pulicaria","Uninfected","0",243
"Bruin","KMM","2022-08-31","Pulicaria","Uninfected","0",243
"Bruin","KMM","2022-08-31","Pulicaria","Uninfected","1",243
"Bruin","KMM","2022-08-31","Pulicaria","Uninfected","2",243
"Bruin","KMM","2022-08-31","Pulicaria","Uninfected","1",243
"Bruin","KMM","2022-08-31","Pulicaria","Uninfected","2",243
"Bruin","KMM","2022-08-31","Pulicaria","Uninfected","0",243
"Bruin","KMM","2022-08-31","Pulicaria","Uninfected","0",243
"Bruin","KMM","2022-08-31","Pulicaria","Uninfected","1",243
"Bruin","KMM","2022-08-31","Pulicaria","Uninfected","0",243
"Bruin","KMM","2022-08-31","Pulicaria","Uninfected","0",243
"Bruin","KMM","2022-08-31","Pulicaria","Uninfected","0",243
"Bruin","KMM","2022-08-31","Pulicaria","Uninfected","0",243
"Bruin","KMM","2022-08-31","Pulicaria","Coke","0",243
"Bruin","KMM","2022-09-14","Dentifera","Uninfected","1",257
"Bruin","KMM","2022-09-14","Dentifera","Uninfected","3",257
"Bruin","KMM","2022-09-14","Dentifera","Uninfected","1",257
"Bruin","KMM","2022-09-14","Dentifera","Uninfected","0",257
"Bruin","KMM","2022-09-14","Dentifera","Uninfected","1",257
"Bruin","KMM","2022-09-14","Dentifera","Uninfected","0",257
"Bruin","KMM","2022-09-14","Dentifera","Uninfected","1",257
"Bruin","KMM","2022-09-14","Dentifera","Uninfected","1",257
"Bruin","KMM","2022-09-14","Dentifera","Uninfected","0",257
"Bruin","KMM","2022-09-14","Dentifera","Uninfected","0",257
"Bruin","KMM","2022-09-14","Dentifera","Uninfected","0",257
"Bruin","KMM","2022-09-14","Dentifera","Uninfected","1",257
"Bruin","KMM","2022-09-14","Dentifera","Uninfected","0",257
"Bruin","KMM","2022-09-14","Dentifera","Uninfected","2",257
"Bruin","KMM","2022-09-14","Dentifera","Uninfected","0",257
"Bruin","KMM","2022-09-14","Dentifera","Uninfected","0",257
"Bruin","KMM","2022-09-14","Dentifera","Uninfected","0",257
"Bruin","KMM","2022-09-14","Dentifera","Uninfected","0",257
"Bruin","KMM","2022-09-14","Dentifera","Uninfected","0",257
"Bruin","KMM","2022-09-14","Dentifera","Uninfected","0",257
"Bruin","KMM","2022-09-14","Dentifera","Uninfected","2",257
"Bruin","KMM","2022-09-14","Dentifera","Uninfected","0",257
"Bruin","KMM","2022-09-14","Dentifera","Uninfected","0",257
"Bruin","KMM","2022-09-14","Dentifera","Uninfected","1",257
"Bruin","KMM","2022-09-14","Dentifera","Uninfected","2",257
"Bruin","KMM","2022-09-14","Dentifera","Uninfected","0",257
"Bruin","KMM","2022-09-14","Dentifera","Uninfected","0",257
"Bruin","KMM","2022-09-14","Dentifera","Uninfected","2",257
"Bruin","KMM","2022-09-14","Dentifera","Uninfected","2",257
"Bruin","KMM","2022-09-14","Dentifera","Uninfected","1",257
"Bruin","KMM","2022-09-14","Dentifera","MicG","2",257
"Bruin","KMM","2022-09-14","Dentifera","MicG","0",257
"Bruin","KMM","2022-09-14","Dentifera","MicG","1",257
"Bruin","KMM","2022-09-14","Dentifera","MicG","2",257
"Bruin","KMM","2022-09-14","Dentifera","MicG","1",257
"Bruin","KMM","2022-09-14","Dentifera","MicG","1",257
"Bruin","KMM","2022-09-14","Dentifera","MicG","1",257
"Bruin","KMM","2022-09-14","Dentifera","MicG","1",257
"Bruin","KMM","2022-09-14","Dentifera","MicG","0",257
"Bruin","KMM","2022-09-14","Dentifera","MicG","1",257
"Bruin","KMM","2022-09-14","Dentifera","MicG","0",257
