"Lake.Name","Counted.By","Date.Sampled","Host.Species","Parasite","Egg.Number","julian","Lat","Long"
"Bishop","MKD","2022-07-13","Dentifera","Uninfected",2,194,42.501111,-83.84
"Bishop","MKD","2022-07-13","Dentifera","Uninfected",2,194,42.501111,-83.84
"Bishop","MKD","2022-07-13","Dentifera","Uninfected",0,194,42.501111,-83.84
"Bishop","MKD","2022-07-13","Dentifera","Uninfected",2,194,42.501111,-83.84
"Bishop","MKD","2022-07-13","Dentifera","Uninfected",2,194,42.501111,-83.84
"Bishop","MKD","2022-07-13","Dentifera","Uninfected",1,194,42.501111,-83.84
"Bishop","MKD","2022-07-13","Dentifera","Uninfected",0,194,42.501111,-83.84
"Bishop","MKD","2022-07-13","Dentifera","Uninfected",3,194,42.501111,-83.84
"Bishop","MKD","2022-07-13","Dentifera","Uninfected",2,194,42.501111,-83.84
"Bishop","MKD","2022-07-13","Dentifera","Uninfected",2,194,42.501111,-83.84
"Bishop","MKD","2022-07-13","Dentifera","Uninfected",0,194,42.501111,-83.84
"Bishop","MKD","2022-07-13","Dentifera","Uninfected",1,194,42.501111,-83.84
"Bishop","MKD","2022-07-13","Dentifera","Uninfected",2,194,42.501111,-83.84
"Bishop","MKD","2022-07-13","Dentifera","Uninfected",1,194,42.501111,-83.84
"Bishop","MKD","2022-07-13","Dentifera","Uninfected",2,194,42.501111,-83.84
"Bishop","MKD","2022-07-13","Dentifera","Uninfected",1,194,42.501111,-83.84
"Bishop","MKD","2022-07-13","Dentifera","Uninfected",1,194,42.501111,-83.84
"Bishop","MKD","2022-07-13","Dentifera","Uninfected",1,194,42.501111,-83.84
"Bishop","MKD","2022-07-13","Dentifera","Uninfected",2,194,42.501111,-83.84
"Bishop","MKD","2022-07-13","Dentifera","Uninfected",1,194,42.501111,-83.84
"Bishop","MKD","2022-07-13","Dentifera","Uninfected",1,194,42.501111,-83.84
"Bishop","MKD","2022-07-13","Dentifera","Uninfected",1,194,42.501111,-83.84
"Bishop","MKD","2022-07-13","Dentifera","Uninfected",0,194,42.501111,-83.84
"Bishop","MKD","2022-07-13","Dentifera","Uninfected",2,194,42.501111,-83.84
"Bishop","MKD","2022-07-13","Dentifera","Uninfected",2,194,42.501111,-83.84
"Bishop","MKD","2022-07-13","Dentifera","Uninfected",1,194,42.501111,-83.84
"Bishop","MKD","2022-07-13","Dentifera","Uninfected",1,194,42.501111,-83.84
"Bishop","MKD","2022-07-13","Dentifera","Uninfected",2,194,42.501111,-83.84
"Bishop","MKD","2022-07-13","Dentifera","Uninfected",0,194,42.501111,-83.84
"Bishop","MKD","2022-07-13","Dentifera","Uninfected",2,194,42.501111,-83.84
"Bishop","MKD","2022-07-13","Dentifera","Uninfected",2,194,42.501111,-83.84
"Bishop","MKD","2022-07-13","Dentifera","Uninfected",1,194,42.501111,-83.84
"Bishop","MKD","2022-07-13","Dentifera","Uninfected",1,194,42.501111,-83.84
"Bishop","MKD","2022-07-13","Dentifera","Uninfected",1,194,42.501111,-83.84
"Bishop","MKD","2022-07-13","Dentifera","Uninfected",2,194,42.501111,-83.84
"Bishop","MKD","2022-07-13","Dentifera","Uninfected",2,194,42.501111,-83.84
"Bishop","MKD","2022-07-13","Dentifera","Uninfected",2,194,42.501111,-83.84
"Bishop","MKD","2022-07-13","Dentifera","Uninfected",2,194,42.501111,-83.84
"Bishop","MKD","2022-07-13","Dentifera","Uninfected",2,194,42.501111,-83.84
"Bishop","MKD","2022-07-13","Dentifera","Uninfected",2,194,42.501111,-83.84
"Bishop","MKD","2022-07-13","Dentifera","Uninfected",1,194,42.501111,-83.84
"Bishop","MKD","2022-07-13","Dentifera","Uninfected",2,194,42.501111,-83.84
"Bishop","MKD","2022-07-13","Dentifera","Uninfected",0,194,42.501111,-83.84
"Bishop","MKD","2022-07-13","Dentifera","Uninfected",1,194,42.501111,-83.84
"Bishop","MKD","2022-07-13","Dentifera","Uninfected",1,194,42.501111,-83.84
"Bishop","MKD","2022-07-13","Dentifera","Uninfected",2,194,42.501111,-83.84
"Bishop","MKD","2022-07-13","Dentifera","Uninfected",1,194,42.501111,-83.84
"Bishop","MKD","2022-07-13","Dentifera","Uninfected",2,194,42.501111,-83.84
"Bishop","MKD","2022-07-13","Dentifera","Uninfected",1,194,42.501111,-83.84
"Bishop","MKD","2022-07-13","Dentifera","Uninfected",0,194,42.501111,-83.84
"Bishop","MKD","2022-07-13","Dentifera","Uninfected",1,194,42.501111,-83.84
"Bishop","MKD","2022-07-13","Dentifera","Uninfected",1,194,42.501111,-83.84
"Bishop","MKD","2022-07-13","Dentifera","Uninfected",0,194,42.501111,-83.84
"Bishop","MKD","2022-07-13","Dentifera","Uninfected",0,194,42.501111,-83.84
"Bishop","MKD","2022-07-13","Dentifera","Uninfected",2,194,42.501111,-83.84
"Bishop","MKD","2022-07-13","Dentifera","MicG",0,194,42.501111,-83.84
"Bishop","MKD","2022-07-13","Dentifera","MicG",2,194,42.501111,-83.84
"Bishop","MKD","2022-07-13","Dentifera","MicG",2,194,42.501111,-83.84
"Bishop","MKD","2022-07-13","Dentifera","MicG",2,194,42.501111,-83.84
"Bishop","MKD","2022-07-13","Dentifera","Coke",1,194,42.501111,-83.84
"Bishop","MKD","2022-07-13","Dentifera","Coke",0,194,42.501111,-83.84
"Bishop","MKD","2022-07-13","Retrocurva","Uninfected",1,194,42.501111,-83.84
"Bishop","MKD","2022-07-13","Retrocurva","Uninfected",1,194,42.501111,-83.84
"Bishop","MKD","2022-07-13","Retrocurva","Uninfected",2,194,42.501111,-83.84
"Bishop","MKD","2022-07-13","Retrocurva","Uninfected",2,194,42.501111,-83.84
"Bishop","MKD","2022-07-13","Retrocurva","Uninfected",1,194,42.501111,-83.84
"Bishop","MKD","2022-07-13","Retrocurva","Uninfected",1,194,42.501111,-83.84
"Bishop","MKD","2022-07-13","Retrocurva","Uninfected",1,194,42.501111,-83.84
"Bishop","MKD","2022-07-13","Retrocurva","Uninfected",2,194,42.501111,-83.84
"Bishop","MKD","2022-07-13","Retrocurva","Uninfected",1,194,42.501111,-83.84
"Bishop","MKD","2022-07-13","Retrocurva","Uninfected",0,194,42.501111,-83.84
"Bishop","MKD","2022-07-13","Retrocurva","Uninfected",0,194,42.501111,-83.84
"Bishop","MKD","2022-07-13","Retrocurva","Uninfected",1,194,42.501111,-83.84
"Bishop","MKD","2022-07-13","Retrocurva","Uninfected",2,194,42.501111,-83.84
"Bishop","MKD","2022-07-13","Retrocurva","Uninfected",2,194,42.501111,-83.84
"Bishop","MKD","2022-07-13","Retrocurva","Uninfected",1,194,42.501111,-83.84
"Bishop","MKD","2022-07-13","Retrocurva","Uninfected",0,194,42.501111,-83.84
"Bishop","MKD","2022-07-13","Retrocurva","Uninfected",1,194,42.501111,-83.84
"Bishop","MKD","2022-07-13","Retrocurva","Uninfected",2,194,42.501111,-83.84
"Bishop","MKD","2022-07-13","Retrocurva","Uninfected",1,194,42.501111,-83.84
"Bishop","MKD","2022-07-13","Retrocurva","Uninfected",2,194,42.501111,-83.84
"Bishop","MKD","2022-07-13","Retrocurva","Uninfected",1,194,42.501111,-83.84
"Bishop","MKD","2022-07-13","Retrocurva","Uninfected",1,194,42.501111,-83.84
"Bishop","MKD","2022-07-13","Retrocurva","Uninfected",1,194,42.501111,-83.84
"Bishop","MKD","2022-07-13","Retrocurva","Uninfected",1,194,42.501111,-83.84
"Bishop","MKD","2022-07-13","Retrocurva","Uninfected",1,194,42.501111,-83.84
"Bishop","MKD","2022-07-13","Retrocurva","Uninfected",0,194,42.501111,-83.84
"Bishop","MKD","2022-07-13","Retrocurva","Uninfected",1,194,42.501111,-83.84
"Bishop","MKD","2022-07-13","Retrocurva","Uninfected",2,194,42.501111,-83.84
"Bishop","MKD","2022-07-13","Dubia","Uninfected",3,194,42.501111,-83.84
"Bishop","MKD","2022-07-13","Dubia","Uninfected",1,194,42.501111,-83.84
"Bishop","MKD","2022-07-13","Dubia","Uninfected",2,194,42.501111,-83.84
"Bishop","MKD","2022-07-13","Dubia","Uninfected",2,194,42.501111,-83.84
"Bishop","MKD","2022-07-13","Dubia","Uninfected",4,194,42.501111,-83.84
"Bishop","MKD","2022-07-13","Dubia","Uninfected",3,194,42.501111,-83.84
"Bishop","MKD","2022-07-13","Dubia","Uninfected",2,194,42.501111,-83.84
"Bishop","MKD","2022-07-13","Dubia","Uninfected",1,194,42.501111,-83.84
"Bishop","MKD","2022-07-13","Dubia","Uninfected",2,194,42.501111,-83.84
"Bishop","MKD","2022-07-13","Dubia","Uninfected",3,194,42.501111,-83.84
"Bishop","MKD","2022-07-13","Dubia","Uninfected",2,194,42.501111,-83.84
"Bishop","MKD","2022-07-13","Dubia","Uninfected",3,194,42.501111,-83.84
"Bishop","MKD","2022-07-13","Dubia","Uninfected",1,194,42.501111,-83.84
"Bishop","MKD","2022-07-13","Dubia","Uninfected",2,194,42.501111,-83.84
"Bishop","MKD","2022-07-13","Dubia","Uninfected",2,194,42.501111,-83.84
"Bishop","MKD","2022-07-13","Dubia","Uninfected",1,194,42.501111,-83.84
"Bishop","MKD","2022-07-13","Dubia","Uninfected",1,194,42.501111,-83.84
"Bishop","MKD","2022-07-13","Dubia","Uninfected",2,194,42.501111,-83.84
"Bishop","MKD","2022-07-13","Dubia","Uninfected",2,194,42.501111,-83.84
"Bishop","MKD","2022-07-13","Dubia","Uninfected",2,194,42.501111,-83.84
"Bishop","MKD","2022-07-13","Pulicaria","Uninfected",2,194,42.501111,-83.84
"Bishop","MKD","2022-07-13","Pulicaria","Uninfected",1,194,42.501111,-83.84
"Bishop","MKD","2022-07-13","Pulicaria","Uninfected",1,194,42.501111,-83.84
"Bishop","MKD","2022-07-13","Pulicaria","Uninfected",3,194,42.501111,-83.84
"Bishop","MKD","2022-07-13","Pulicaria","Uninfected",2,194,42.501111,-83.84
"Bishop","MKD","2022-07-13","Pulicaria","Uninfected",0,194,42.501111,-83.84
"Bishop","MKD","2022-07-13","Pulicaria","Uninfected",1,194,42.501111,-83.84
"Bishop","MKD","2022-07-13","Pulicaria","Uninfected",2,194,42.501111,-83.84
"Bishop","MKD","2022-07-13","Pulicaria","Uninfected",1,194,42.501111,-83.84
"Bishop","MKD","2022-07-13","Pulicaria","Uninfected",1,194,42.501111,-83.84
"Bishop","MKD","2022-07-13","Pulicaria","Uninfected",0,194,42.501111,-83.84
"Bishop","MKD","2022-07-13","Pulicaria","Uninfected",3,194,42.501111,-83.84
"Bishop","MKD","2022-07-13","Pulicaria","Uninfected",2,194,42.501111,-83.84
"Bishop","MKD","2022-07-13","Pulicaria","Uninfected",0,194,42.501111,-83.84
"Bishop","MKD","2022-07-13","Pulicaria","Uninfected",0,194,42.501111,-83.84
"Bishop","MKD","2022-07-13","Pulicaria","Uninfected",3,194,42.501111,-83.84
"Bishop","MKD","2022-07-13","Pulicaria","Uninfected",1,194,42.501111,-83.84
"Bishop","MKD","2022-07-13","Pulicaria","Uninfected",0,194,42.501111,-83.84
"Bishop","MKD","2022-07-13","Pulicaria","Uninfected",1,194,42.501111,-83.84
"Bishop","MKD","2022-07-13","Pulicaria","Uninfected",1,194,42.501111,-83.84
"Bishop","MKD","2022-07-13","Pulicaria","Uninfected",1,194,42.501111,-83.84
"Bishop","MKD","2022-07-13","Pulicaria","Uninfected",1,194,42.501111,-83.84
"Bishop","MKD","2022-07-13","Pulicaria","Uninfected",2,194,42.501111,-83.84
"Bishop","MKD","2022-07-13","Pulicaria","Uninfected",1,194,42.501111,-83.84
"Bishop","MKD","2022-07-13","Pulicaria","Uninfected",0,194,42.501111,-83.84
"Bishop","MKD","2022-07-13","Pulicaria","Uninfected",2,194,42.501111,-83.84
"Bishop","MKD","2022-07-13","Pulicaria","Uninfected",1,194,42.501111,-83.84
"Bishop","MKD","2022-07-13","Pulicaria","Uninfected",1,194,42.501111,-83.84
"Bishop","MKD","2022-07-13","Pulicaria","Uninfected",0,194,42.501111,-83.84
"Bishop","MKD","2022-07-13","Pulicaria","Coke",1,194,42.501111,-83.84
"Bishop","MKD","2022-07-13","Pulicaria","Coke",0,194,42.501111,-83.84
"Bishop","MKD","2022-07-27","Dentifera","Uninfected",1,208,42.501111,-83.84
"Bishop","MKD","2022-07-27","Dentifera","Uninfected",1,208,42.501111,-83.84
"Bishop","MKD","2022-07-27","Dentifera","Uninfected",2,208,42.501111,-83.84
"Bishop","MKD","2022-07-27","Dentifera","Uninfected",1,208,42.501111,-83.84
"Bishop","MKD","2022-07-27","Dentifera","Uninfected",0,208,42.501111,-83.84
"Bishop","MKD","2022-07-27","Dentifera","Uninfected",1,208,42.501111,-83.84
"Bishop","MKD","2022-07-27","Dentifera","Uninfected",1,208,42.501111,-83.84
"Bishop","MKD","2022-07-27","Dentifera","Uninfected",2,208,42.501111,-83.84
"Bishop","MKD","2022-07-27","Dentifera","Uninfected",2,208,42.501111,-83.84
"Bishop","MKD","2022-07-27","Dentifera","Uninfected",0,208,42.501111,-83.84
"Bishop","MKD","2022-07-27","Dentifera","Uninfected",1,208,42.501111,-83.84
"Bishop","MKD","2022-07-27","Dentifera","Uninfected",1,208,42.501111,-83.84
"Bishop","MKD","2022-07-27","Dentifera","Uninfected",1,208,42.501111,-83.84
"Bishop","MKD","2022-07-27","Dentifera","Uninfected",1,208,42.501111,-83.84
"Bishop","MKD","2022-07-27","Dentifera","Uninfected",2,208,42.501111,-83.84
"Bishop","MKD","2022-07-27","Dentifera","Uninfected",2,208,42.501111,-83.84
"Bishop","MKD","2022-07-27","Dentifera","Uninfected",2,208,42.501111,-83.84
"Bishop","MKD","2022-07-27","Dentifera","Uninfected",2,208,42.501111,-83.84
"Bishop","MKD","2022-07-27","Dentifera","Uninfected",1,208,42.501111,-83.84
"Bishop","MKD","2022-07-27","Dentifera","Uninfected",2,208,42.501111,-83.84
"Bishop","MKD","2022-07-27","Dentifera","Uninfected",1,208,42.501111,-83.84
"Bishop","MKD","2022-07-27","Dentifera","MicG",1,208,42.501111,-83.84
"Bishop","MKD","2022-07-27","Dentifera","MicG",0,208,42.501111,-83.84
"Bishop","MKD","2022-07-27","Dentifera","MicG",1,208,42.501111,-83.84
"Bishop","MKD","2022-07-27","Dentifera","MicG",2,208,42.501111,-83.84
"Bishop","MKD","2022-07-27","Dentifera","MicG",2,208,42.501111,-83.84
"Bishop","MKD","2022-07-27","Dentifera","MicG",2,208,42.501111,-83.84
"Bishop","MKD","2022-07-27","Dentifera","MicG",1,208,42.501111,-83.84
"Bishop","MKD","2022-07-27","Dentifera","MicG",2,208,42.501111,-83.84
"Bishop","MKD","2022-07-27","Dentifera","MicG",0,208,42.501111,-83.84
"Bishop","MKD","2022-07-27","Dentifera","MicG",1,208,42.501111,-83.84
"Bishop","MKD","2022-07-27","Dentifera","MicG",1,208,42.501111,-83.84
"Bishop","MKD","2022-07-27","Dentifera","MicG",0,208,42.501111,-83.84
"Bishop","MKD","2022-07-27","Dentifera","MicG",0,208,42.501111,-83.84
"Bishop","MKD","2022-07-27","Dentifera","MicG",1,208,42.501111,-83.84
"Bishop","MKD","2022-07-27","Dentifera","MicG",2,208,42.501111,-83.84
"Bishop","MKD","2022-07-27","Dentifera","MicG",1,208,42.501111,-83.84
"Bishop","MKD","2022-07-27","Dentifera","MicG",1,208,42.501111,-83.84
"Bishop","MKD","2022-07-27","Dentifera","MicG",1,208,42.501111,-83.84
"Bishop","MKD","2022-07-27","Dentifera","MicG",2,208,42.501111,-83.84
"Bishop","MKD","2022-07-27","Dentifera","MicG",2,208,42.501111,-83.84
"Bishop","MKD","2022-07-27","Dentifera","MicG",2,208,42.501111,-83.84
"Bishop","MKD","2022-07-27","Dentifera","Coke",2,208,42.501111,-83.84
"Bishop","MKD","2022-07-27","Dentifera","Coke",2,208,42.501111,-83.84
"Bishop","MKD","2022-07-27","Dentifera","Coke",1,208,42.501111,-83.84
"Bishop","MKD","2022-07-27","Dentifera","Coke",1,208,42.501111,-83.84
"Bishop","MKD","2022-07-27","Dentifera","Coke",2,208,42.501111,-83.84
"Bishop","MKD","2022-07-27","Dentifera","Coke",2,208,42.501111,-83.84
"Bishop","MKD","2022-07-27","Dentifera","Coke",0,208,42.501111,-83.84
"Bishop","MKD","2022-07-27","Dentifera","Coke",2,208,42.501111,-83.84
"Bishop","MKD","2022-07-27","Retrocurva","Uninfected",1,208,42.501111,-83.84
"Bishop","MKD","2022-07-27","Retrocurva","Uninfected",1,208,42.501111,-83.84
"Bishop","MKD","2022-07-27","Retrocurva","Uninfected",1,208,42.501111,-83.84
"Bishop","MKD","2022-07-27","Retrocurva","Uninfected",0,208,42.501111,-83.84
"Bishop","MKD","2022-07-27","Retrocurva","Uninfected",1,208,42.501111,-83.84
"Bishop","MKD","2022-07-27","Retrocurva","Uninfected",1,208,42.501111,-83.84
"Bishop","MKD","2022-07-27","Retrocurva","Uninfected",1,208,42.501111,-83.84
"Bishop","MKD","2022-07-27","Retrocurva","Uninfected",1,208,42.501111,-83.84
"Bishop","MKD","2022-07-27","Retrocurva","Uninfected",2,208,42.501111,-83.84
"Bishop","MKD","2022-07-27","Retrocurva","Uninfected",1,208,42.501111,-83.84
"Bishop","MKD","2022-07-27","Retrocurva","Uninfected",0,208,42.501111,-83.84
"Bishop","MKD","2022-07-27","Retrocurva","Uninfected",2,208,42.501111,-83.84
"Bishop","MKD","2022-07-27","Retrocurva","Uninfected",1,208,42.501111,-83.84
"Bishop","MKD","2022-07-27","Retrocurva","Uninfected",1,208,42.501111,-83.84
"Bishop","MKD","2022-07-27","Retrocurva","Uninfected",1,208,42.501111,-83.84
"Bishop","MKD","2022-07-27","Retrocurva","Uninfected",1,208,42.501111,-83.84
"Bishop","MKD","2022-07-27","Retrocurva","Uninfected",1,208,42.501111,-83.84
"Bishop","MKD","2022-07-27","Retrocurva","Uninfected",1,208,42.501111,-83.84
"Bishop","MKD","2022-07-27","Retrocurva","Uninfected",1,208,42.501111,-83.84
"Bishop","MKD","2022-07-27","Retrocurva","Uninfected",1,208,42.501111,-83.84
"Bishop","MKD","2022-07-27","Retrocurva","Uninfected",1,208,42.501111,-83.84
"Bishop","MKD","2022-07-27","Retrocurva","Uninfected",2,208,42.501111,-83.84
"Bishop","MKD","2022-07-27","Retrocurva","Uninfected",1,208,42.501111,-83.84
"Bishop","MKD","2022-07-27","Retrocurva","Uninfected",1,208,42.501111,-83.84
"Bishop","MKD","2022-07-27","Retrocurva","Uninfected",1,208,42.501111,-83.84
"Bishop","MKD","2022-07-27","Retrocurva","Uninfected",1,208,42.501111,-83.84
"Bishop","MKD","2022-07-27","Retrocurva","Uninfected",1,208,42.501111,-83.84
"Bishop","MKD","2022-07-27","Retrocurva","MicG",1,208,42.501111,-83.84
"Bishop","MKD","2022-07-27","Dubia","Uninfected",0,208,42.501111,-83.84
"Bishop","MKD","2022-07-27","Dubia","Uninfected",1,208,42.501111,-83.84
"Bishop","MKD","2022-07-27","Dubia","Uninfected",3,208,42.501111,-83.84
"Bishop","MKD","2022-07-27","Dubia","Uninfected",2,208,42.501111,-83.84
"Bishop","MKD","2022-07-27","Dubia","Uninfected",0,208,42.501111,-83.84
"Bishop","MKD","2022-07-27","Dubia","Uninfected",3,208,42.501111,-83.84
"Bishop","MKD","2022-07-27","Dubia","Uninfected",2,208,42.501111,-83.84
"Bishop","MKD","2022-07-27","Dubia","Uninfected",1,208,42.501111,-83.84
"Bishop","MKD","2022-07-27","Dubia","Uninfected",2,208,42.501111,-83.84
"Bishop","MKD","2022-07-27","Dubia","Uninfected",1,208,42.501111,-83.84
"Bishop","MKD","2022-07-27","Dubia","Uninfected",1,208,42.501111,-83.84
"Bishop","MKD","2022-07-27","Dubia","Uninfected",1,208,42.501111,-83.84
"Bishop","MKD","2022-07-27","Dubia","Uninfected",2,208,42.501111,-83.84
"Bishop","MKD","2022-07-27","Dubia","Uninfected",2,208,42.501111,-83.84
"Bishop","MKD","2022-07-27","Dubia","Uninfected",2,208,42.501111,-83.84
"Bishop","MKD","2022-07-27","Dubia","Uninfected",1,208,42.501111,-83.84
"Bishop","MKD","2022-07-27","Dubia","Uninfected",1,208,42.501111,-83.84
"Bishop","MKD","2022-07-27","Dubia","Uninfected",0,208,42.501111,-83.84
"Bishop","MKD","2022-07-27","Dubia","Uninfected",2,208,42.501111,-83.84
"Bishop","MKD","2022-07-27","Dubia","Uninfected",2,208,42.501111,-83.84
"Bishop","MKD","2022-07-27","Dubia","Uninfected",2,208,42.501111,-83.84
"Bishop","MKD","2022-07-27","Dubia","Uninfected",2,208,42.501111,-83.84
"Bishop","MKD","2022-07-27","Dubia","Uninfected",0,208,42.501111,-83.84
"Bishop","MKD","2022-07-27","Dubia","Uninfected",2,208,42.501111,-83.84
"Bishop","MKD","2022-07-27","Dubia","Uninfected",1,208,42.501111,-83.84
"Bishop","MKD","2022-07-27","Dubia","Uninfected",1,208,42.501111,-83.84
"Bishop","MKD","2022-07-27","Dubia","Uninfected",1,208,42.501111,-83.84
"Bishop","MKD","2022-07-27","Dubia","Spiro",0,208,42.501111,-83.84
"Bishop","MKD","2022-07-27","Pulicaria","Uninfected",0,208,42.501111,-83.84
"Bishop","MKD","2022-07-27","Pulicaria","Uninfected",2,208,42.501111,-83.84
"Bishop","MKD","2022-07-27","Pulicaria","Uninfected",2,208,42.501111,-83.84
"Bishop","MKD","2022-07-27","Pulicaria","Uninfected",1,208,42.501111,-83.84
"Bishop","MKD","2022-07-27","Pulicaria","Uninfected",1,208,42.501111,-83.84
"Bishop","MKD","2022-07-27","Pulicaria","Uninfected",2,208,42.501111,-83.84
"Bishop","MKD","2022-07-27","Pulicaria","Uninfected",2,208,42.501111,-83.84
"Bishop","MKD","2022-07-27","Pulicaria","Uninfected",2,208,42.501111,-83.84
"Bishop","MKD","2022-07-27","Pulicaria","Uninfected",1,208,42.501111,-83.84
"Bishop","MKD","2022-07-27","Pulicaria","Uninfected",2,208,42.501111,-83.84
"Bishop","MKD","2022-07-27","Pulicaria","Uninfected",2,208,42.501111,-83.84
"Bishop","MKD","2022-07-27","Pulicaria","Uninfected",2,208,42.501111,-83.84
"Bishop","MKD","2022-07-27","Pulicaria","Uninfected",0,208,42.501111,-83.84
"Bishop","MKD","2022-07-27","Pulicaria","Uninfected",2,208,42.501111,-83.84
"Bishop","MKD","2022-07-27","Pulicaria","Uninfected",2,208,42.501111,-83.84
"Bishop","MKD","2022-07-27","Pulicaria","Uninfected",2,208,42.501111,-83.84
"Bishop","MKD","2022-07-27","Pulicaria","Uninfected",1,208,42.501111,-83.84
"Bishop","MKD","2022-07-27","Pulicaria","Uninfected",1,208,42.501111,-83.84
"Bishop","MKD","2022-07-27","Pulicaria","Uninfected",1,208,42.501111,-83.84
"Bishop","MKD","2022-07-27","Pulicaria","Uninfected",0,208,42.501111,-83.84
"Bishop","MKD","2022-07-27","Pulicaria","Uninfected",2,208,42.501111,-83.84
"Bishop","MKD","2022-07-27","Pulicaria","Uninfected",0,208,42.501111,-83.84
"Bishop","MKD","2022-07-27","Pulicaria","Uninfected",2,208,42.501111,-83.84
"Bishop","MKD","2022-07-27","Pulicaria","Uninfected",0,208,42.501111,-83.84
"Bishop","MKD","2022-07-27","Pulicaria","Uninfected",1,208,42.501111,-83.84
"Bishop","MKD","2022-07-27","Pulicaria","Uninfected",1,208,42.501111,-83.84
"Bishop","MKD","2022-07-27","Pulicaria","Uninfected",1,208,42.501111,-83.84
"Bishop","MKD","2022-07-27","Pulicaria","Uninfected",3,208,42.501111,-83.84
"Bishop","MKD","2022-08-10","Dentifera","Uninfected",1,222,42.501111,-83.84
"Bishop","MKD","2022-08-10","Dentifera","Uninfected",1,222,42.501111,-83.84
"Bishop","MKD","2022-08-10","Dentifera","Uninfected",1,222,42.501111,-83.84
"Bishop","MKD","2022-08-10","Dentifera","Uninfected",1,222,42.501111,-83.84
"Bishop","MKD","2022-08-10","Dentifera","Uninfected",1,222,42.501111,-83.84
"Bishop","MKD","2022-08-10","Dentifera","Uninfected",2,222,42.501111,-83.84
"Bishop","MKD","2022-08-10","Dentifera","Uninfected",2,222,42.501111,-83.84
"Bishop","MKD","2022-08-10","Dentifera","Uninfected",2,222,42.501111,-83.84
"Bishop","MKD","2022-08-10","Dentifera","Uninfected",2,222,42.501111,-83.84
"Bishop","MKD","2022-08-10","Dentifera","Uninfected",0,222,42.501111,-83.84
"Bishop","MKD","2022-08-10","Dentifera","Uninfected",1,222,42.501111,-83.84
"Bishop","MKD","2022-08-10","Dentifera","Uninfected",1,222,42.501111,-83.84
"Bishop","MKD","2022-08-10","Dentifera","Uninfected",1,222,42.501111,-83.84
"Bishop","MKD","2022-08-10","Dentifera","Uninfected",1,222,42.501111,-83.84
"Bishop","MKD","2022-08-10","Dentifera","Uninfected",1,222,42.501111,-83.84
"Bishop","MKD","2022-08-10","Dentifera","Uninfected",0,222,42.501111,-83.84
"Bishop","MKD","2022-08-10","Dentifera","Uninfected",0,222,42.501111,-83.84
"Bishop","MKD","2022-08-10","Dentifera","Uninfected",1,222,42.501111,-83.84
"Bishop","MKD","2022-08-10","Dentifera","Uninfected",2,222,42.501111,-83.84
"Bishop","MKD","2022-08-10","Dentifera","Uninfected",1,222,42.501111,-83.84
"Bishop","MKD","2022-08-10","Dentifera","Uninfected",1,222,42.501111,-83.84
"Bishop","MKD","2022-08-10","Dentifera","Uninfected",1,222,42.501111,-83.84
"Bishop","MKD","2022-08-10","Dentifera","Uninfected",1,222,42.501111,-83.84
"Bishop","MKD","2022-08-10","Dentifera","Uninfected",1,222,42.501111,-83.84
"Bishop","MKD","2022-08-10","Dentifera","Uninfected",1,222,42.501111,-83.84
"Bishop","MKD","2022-08-10","Dentifera","Uninfected",2,222,42.501111,-83.84
"Bishop","MKD","2022-08-10","Dentifera","Uninfected",1,222,42.501111,-83.84
"Bishop","MKD","2022-08-10","Dentifera","Uninfected",1,222,42.501111,-83.84
"Bishop","MKD","2022-08-10","Dentifera","Uninfected",1,222,42.501111,-83.84
"Bishop","MKD","2022-08-10","Dentifera","Uninfected",2,222,42.501111,-83.84
"Bishop","MKD","2022-08-10","Dentifera","MicG",2,222,42.501111,-83.84
"Bishop","MKD","2022-08-10","Dentifera","MicG",0,222,42.501111,-83.84
"Bishop","MKD","2022-08-10","Dentifera","MicG",2,222,42.501111,-83.84
"Bishop","MKD","2022-08-10","Dentifera","MicG",1,222,42.501111,-83.84
"Bishop","MKD","2022-08-10","Dentifera","MicG",1,222,42.501111,-83.84
"Bishop","MKD","2022-08-10","Dentifera","MicG",2,222,42.501111,-83.84
"Bishop","MKD","2022-08-10","Dentifera","MicG",2,222,42.501111,-83.84
"Bishop","MKD","2022-08-10","Dentifera","MicG",2,222,42.501111,-83.84
"Bishop","MKD","2022-08-10","Dentifera","MicG",2,222,42.501111,-83.84
"Bishop","MKD","2022-08-10","Dentifera","MicG",2,222,42.501111,-83.84
"Bishop","MKD","2022-08-10","Retrocurva","Uninfected",0,222,42.501111,-83.84
"Bishop","MKD","2022-08-10","Retrocurva","Uninfected",1,222,42.501111,-83.84
"Bishop","MKD","2022-08-10","Retrocurva","Uninfected",1,222,42.501111,-83.84
"Bishop","MKD","2022-08-10","Retrocurva","Uninfected",1,222,42.501111,-83.84
"Bishop","MKD","2022-08-10","Retrocurva","Uninfected",1,222,42.501111,-83.84
"Bishop","MKD","2022-08-10","Retrocurva","Uninfected",1,222,42.501111,-83.84
"Bishop","MKD","2022-08-10","Retrocurva","Uninfected",1,222,42.501111,-83.84
"Bishop","MKD","2022-08-10","Retrocurva","Uninfected",1,222,42.501111,-83.84
"Bishop","MKD","2022-08-10","Retrocurva","Uninfected",1,222,42.501111,-83.84
"Bishop","MKD","2022-08-10","Retrocurva","Uninfected",0,222,42.501111,-83.84
